"","l2fc","fg_exprs","bg_exprs"
"ASTE1",0.479388873602753,6.24795559647794e-06,4.19882374065156e-06
"NEK11",-1.97427844425925,1.0942325103216e-06,7.22890272875062e-06
"RP11-265F19.1",0,0,0
"NUDT16",0.270688822571923,3.78051730443193e-05,3.11665267347332e-05
"MRPL3",-0.747752555936039,4.18982748576725e-05,7.10337088495794e-05
"RP11-517B11.4",0.0735910559702565,2.80093645986758e-07,2.16434213435647e-07
"CPNE4",-0.668959226850595,3.7345819464901e-08,6.49302640306942e-07
"ACPP",-0.296852658019961,1.01207170749882e-06,1.4717526513624e-06
"DNAJC13",0.103758448444377,9.88917299430579e-06,9.13352380698431e-06
"ACAD11",0.556363024451496,4.70557325257753e-07,0
"NPHP3-ACAD11",-0.460614610426739,2.61420736254307e-07,7.35876325681201e-07
"ACKR4",-1.84839698163203,1.79259933431525e-07,3.24651320153471e-06
"UBA5",-0.534607135378848,1.59765415670847e-05,2.35913292644856e-05
"NPHP3",-0.118450771284583,9.17213326057969e-06,1.0042547503414e-05
"NPHP3-AS1",0.037230491885315,2.61420736254307e-08,0
"RP11-469L4.1",0,0,0
"TMEM108",-0.935956334614523,6.08736857277887e-07,2.07776844898221e-06
"TMEM108-AS1",-0.0611358689104228,0,4.32868426871295e-08
"BFSP2",1.65159035603391,2.95778890162016e-06,2.59721056122777e-07
"BFSP2-AS1",0.952891474633717,1.0195408713918e-06,4.32868426871295e-08
"RP11-91K8.5",-0.0975092727759443,5.60187291973515e-08,1.29860528061388e-07
"CDV3",0.205804951912071,6.77005015259726e-05,5.85670981556862e-05
"TOPBP1",-0.390658548404901,1.02626311889548e-05,1.37652159745072e-05
"TF",-3.51099105436225,5.97533111438416e-08,1.10814317279051e-05
"SRPRB",0.220435708639465,3.30473156444909e-05,2.82230214320084e-05
"RAB6B",-1.78464944255835,3.95865686327951e-07,3.80924215646739e-06
"C3orf36",-0.119786013377386,0,8.65736853742589e-08
"SLCO2A1",-2.48276570946961,2.16605752896426e-07,5.80043692007535e-06
"RP11-202A13.1",-0.779590452265109,1.12037458394703e-08,7.35876325681201e-07
"RYK",-1.62859329914188,7.10690944417067e-06,2.4067484534044e-05
"RP11-200A1.1",-0.678108256910863,3.7345819464901e-09,6.06015797619812e-07
"RP11-375I20.6",-0.225006428947063,3.7345819464901e-09,1.73147370748518e-07
"AMOTL2",-3.65047548641637,1.34444950073644e-07,1.32457738622616e-05
"ANAPC13",-0.644532527528724,3.76035056192088e-05,5.93462613240545e-05
"CEP63",-1.02711477562482,1.65255251132187e-05,3.47160478350778e-05
"EPHB1",-0.618888603838677,1.86729097324505e-07,8.2245001105546e-07
"KY",-0.344615337638031,2.61420736254307e-08,3.03007898809906e-07
"PPP2R3A",-1.59411963252309,2.80093645986758e-06,1.04754159302853e-05
"RP11-305O4.3",-0.0360575393520706,5.97533111438416e-08,8.65736853742589e-08
"MSL2",0.65295687839433,9.55679520106817e-06,5.71386323470109e-06
"PCCB",-0.83092104690015,1.0561397744674e-05,1.95656528945825e-05
"STAG1",0.15562112980226,1.7182811535801e-05,1.53235423112438e-05
"RP11-102M11.2",0.241109398392909,6.42348094796298e-07,3.89581584184165e-07
"SLC35G2",0.0406466309714986,1.54238234390041e-06,1.4717526513624e-06
"RP11-731C17.2",-0.0255060396372193,1.04568294501723e-06,1.08217106717824e-06
"NCK1-AS1",-0.214430698348328,7.36086101653199e-06,8.70065538011302e-06
"NCK1",0.65642157270622,3.80329825430552e-05,2.37644766352341e-05
"IL20RB",-1.24140734087112,2.65155318200797e-07,1.99119476360795e-06
"IL20RB-AS1",0,0,0
"SOX14",-0.301133995957218,2.24074916789406e-08,2.59721056122777e-07
"LINC01210",0,0,0
"RP11-2A4.4",0,0,0
"CLDN18",-2.04590877878033,3.32377793237619e-07,4.50183163946146e-06
"RP11-461M2.2",-0.144174382091851,2.24074916789406e-08,1.29860528061388e-07
"DZIP1L",-0.844857923409052,2.30423706098439e-06,4.93470006633276e-06
"A4GNT",0.0849370436255052,3.36112375184109e-07,2.59721056122777e-07
"DBR1",0.0880658767999591,7.83888750568273e-06,7.31547641412488e-06
"ARMC8",0.314123432308161,2.55370713500993e-05,2.03448160629508e-05
"NME9",-1.25822538975395,1.41914113966624e-07,1.73147370748518e-06
"MRAS",0.473899781981413,1.01281862388812e-05,7.01246851531497e-06
"ESYT3",-1.86645388788786,9.33645486622526e-08,2.98679214541193e-06
"CEP70",-2.85507000701502,2.67396067368691e-06,2.55825240280935e-05
"FAIM",-1.15079695053066,1.40719047743747e-05,3.24651320153471e-05
"PIK3CB",-0.366306077821503,1.18311556064806e-05,1.55399765246795e-05
"LINC01391",0,0,0
"FOXL2",-0.0557580417856923,3.7345819464901e-09,4.32868426871295e-08
"FOXL2NB",0.0107356821482897,7.46916389298021e-09,0
"PRR23A",0,0,0
"MRPS22",-0.380174502077846,2.02227612402439e-05,2.66214082525846e-05
"PRR23B",0,0,0
"PRR23C",0.0107356821482897,7.46916389298021e-09,0
"BPESC1",0.00537782712473051,3.7345819464901e-09,0
"PISRT1",0,0,0
"RP11-219D15.3",-0.0523064092327016,8.96299667157625e-08,1.29860528061388e-07
"COPB2",-0.941778637935533,2.82072974418397e-05,5.51041507407158e-05
"RP11-319G6.1",-0.346518582487724,1.01207170749882e-06,1.55832633673666e-06
"RBP2",-3.47208501752265,2.24074916789406e-08,1.03455554022239e-05
"RP11-319G6.3",0,0,0
"RBP1",-1.44157476894083,1.33287229670232e-05,3.79192741939254e-05
"NMNAT3",-0.382981557240534,8.29077192120803e-07,1.38517896598814e-06
"RP11-442N1.2",0.400594650164662,3.771927765955e-07,4.32868426871295e-08
"RP11-442N1.1",0,0,0
"RP11-166D18.1",0,0,0
"CLSTN2",-0.445499406997317,1.15772040341193e-07,5.19442112245553e-07
"RP11-68L1.2",0,0,0
"RP11-68L1.1",0,0,0
"CLSTN2-AS1",0,0,0
"TRIM42",0,0,0
"RP11-691G17.1",0.0213920654394794,1.49383277859604e-08,0
"SLC25A36",-1.06649264374723,2.31842847238106e-05,4.96500085621375e-05
"SPSB4",-0.103712300511186,1.12037458394703e-08,8.65736853742589e-08
"RP11-231L11.1",0,0,0
"PXYLP1",-0.932331954677422,1.20253538676981e-06,3.20322635884758e-06
"RP11-438D8.2",0.0160737128662002,1.12037458394703e-08,0
"ZBTB38",0.383270438818027,4.84636699196021e-05,3.69236768121214e-05
"RASA2",0.962030740749434,2.3378482985028e-05,1.15143001547764e-05
"AC010184.1",0,0,0
"RP11-340E6.1",-0.0134422085647555,3.36112375184109e-08,4.32868426871295e-08
"RNF7",-0.573850472890672,0.000110528687288321,0.000165009444323337
"GRK7",0.0174995531728034,5.60187291973515e-08,4.32868426871295e-08
"ATP1B3",1.23339846291108,0.000215997016039148,9.1291951227156e-05
"ATP1B3-AS1",0.401820535303945,3.21174047398149e-07,0
"TFDP2",-1.09994326355309,1.83890815045173e-05,4.05597715978403e-05
"GK5",-1.05195052652681,8.16753071697386e-06,1.80073265578459e-05
"XRN1",0.949139906345496,2.75910914206689e-05,1.38085028171943e-05
"ATR",-0.189209170206387,6.25542476037092e-06,7.27218957143775e-06
"PLS1",-3.74961078786099,3.80927358541991e-07,1.75744581309746e-05
"PLS1-AS1",0.00537782712473051,3.7345819464901e-09,0
"TRPC1",-0.383520542019783,1.97932843163975e-07,5.62728954932683e-07
"PCOLCE2",0.966868982738488,4.28356549262415e-05,2.14269871301291e-05
"RP11-372E1.4",0.108927479774385,7.84262208762922e-08,0
"PAQR9",0.0107356821482897,7.46916389298021e-09,0
"PAQR9-AS1",0.216174153539542,5.63921873920006e-07,3.46294741497036e-07
"U2SURP",-0.450392757898282,5.30796132054638e-05,7.2895043085126e-05
"RP11-91G21.1",-0.647345838751651,1.07555960058915e-06,2.25091581973073e-06
"RP11-80H8.3",0.0160737128662002,1.12037458394703e-08,0
"CHST2",1.6030566010101,1.28208198223005e-05,3.54952110034462e-06
"SLC9A9",1.64457696617936,7.54012094996352e-06,1.73147370748518e-06
"SLC9A9-AS1",0.0107356821482897,7.46916389298021e-09,0
"SLC9A9-AS2",0,0,0
"C3orf58",0.338892031092617,1.02290199514364e-05,7.87820536905756e-06
"RP11-88H10.2",0,0,0
"RP11-88H10.3",0,0,0
"RP11-274H2.2",0,0,0
"RP11-274H2.3",-0.282658299300972,0,2.16434213435647e-07
"PLOD2",-4.43858345095487,9.78460469980407e-07,4.19016637211413e-05
"PLSCR4",-2.23366168815281,1.60587023699074e-07,4.45854479677433e-06
"PLSCR2",-0.674425096339956,1.41914113966624e-07,8.2245001105546e-07
"PLSCR1",0.293159927822142,0.000100471458106423,8.18121326786747e-05
"PLSCR5",0,0,0
"PLSCR5-AS1",0,0,0
"RP11-649A16.1",0,0,0
"RP11-232M24.1",0,0,0
"ZIC4",0,0,0
"ZIC4-AS1",0,0,0
"ZIC1",-0.376468002398616,3.7345819464901e-09,3.03007898809906e-07
"RP11-78O22.1",0,0,0
"RP11-71N10.1",0.130318277399792,1.41914113966624e-07,4.32868426871295e-08
"RP11-639B1.1",0,0,0
"RP11-501O2.1",0,0,0
"RP11-501O2.3",0,0,0
"RP11-501O2.4",0,0,0
"RP11-501O2.5",-0.114408186252655,3.7345819464901e-09,8.65736853742589e-08
"AGTR1",-2.15053024892749,1.49383277859604e-08,3.50623425765749e-06
"CPB1",-1.81123865553507,3.7345819464901e-08,2.6404974039149e-06
"RP11-680B3.2",-0.0186643072790054,2.98766555719208e-08,4.32868426871295e-08
"CPA3",3.68853967548242,3.25431470817148e-05,1.60161317942379e-06
"GYG1",0.449724348687078,4.42921418853726e-05,3.21621241165372e-05
"HLTF",-0.944383369839856,8.85469379512803e-06,1.79640397151587e-05
"HLTF-AS1",0.00537782712473051,3.7345819464901e-09,0
"HPS3",-0.0721272081885827,1.29216535348558e-05,1.36353554464458e-05
"CP",-6.1299370048408,9.11237994943585e-07,0.0001328473202068
"RP11-206M11.7",-1.76926121655872,2.98766555719208e-08,2.51063687585351e-06
"TM4SF18",-2.46231183244922,1.08302876448213e-07,5.10784743708128e-06
"TM4SF1",-6.77633659344059,3.73831652843659e-06,0.000518403228021062
"TM4SF1-AS1",-3.87102903010833,1.00833712555233e-07,1.51071080978082e-05
"RP11-278L15.2",-0.0557580417856923,3.7345819464901e-09,4.32868426871295e-08
"TM4SF4",-0.968142562460862,1.30710368127154e-07,1.21203159523962e-06
"WWTR1",-2.68600848368589,4.8661602762766e-06,3.67505294413729e-05
"WWTR1-AS1",-0.29063274709312,2.98766555719208e-08,2.59721056122777e-07
"COMMD2",-0.509331571081906,2.70421078745348e-05,3.89148715757294e-05
"ANKUB1",-2.72833718481784,1.04568294501723e-07,6.3198790323209e-06
"RNF13",0.803783468608015,0.00010978550548097,6.24629139975278e-05
"PFN2",-4.42143249032003,1.23241204234173e-06,4.68363637874741e-05
"RP11-651P23.5",0.082346753126303,1.04568294501723e-07,4.32868426871295e-08
"RP11-167H9.4",-0.277280472176241,3.7345819464901e-09,2.16434213435647e-07
"RP11-167H9.3",0.00537782712473051,3.7345819464901e-09,0
"RP11-167H9.5",0,0,0
"LINC01213",-1.16259546591476,7.46916389298021e-09,1.25531843792675e-06
"LINC01214",-0.176144694859171,0,1.29860528061388e-07
"TSC22D2",-0.554908676117407,1.80081541459753e-05,2.69244161513945e-05
"SERP1",-0.340115949609574,0.000383567707978159,0.000485808235477654
"EIF2A",0.0498570287141521,6.65763923600791e-05,6.42809613903872e-05
"SELT",0.278939135647889,0.000159769150252793,0.000131505428083499
"ERICH6",-0.0878157006100668,2.24074916789406e-08,8.65736853742589e-08
"ERICH6-AS1",-0.731831732914706,2.70383732925883e-06,5.1511342797684e-06
"SIAH2",0.22004088234431,3.25842274831262e-05,2.78334398478242e-05
"SIAH2-AS1",0.0837284740253156,5.97533111438416e-08,0
"AC016142.1",0,0,0
"CLRN1-AS1",-0.0291655561431037,2.24074916789406e-08,4.32868426871295e-08
"RP11-166N6.3",0,0,0
"RP11-166N6.2",0,0,0
"RP11-373I8.1",0,0,0
"CLRN1",0.00537782712473051,3.7345819464901e-09,0
"MED12L",0.0659948185555938,5.45248964187555e-07,4.76155269558424e-07
"GPR171",4.66823734379598,7.17525229379144e-05,1.86133423554657e-06
"P2RY14",2.05992346387519,6.05749191720695e-06,6.92589482994071e-07
"GPR87",-2.51753718773419,1.12037458394703e-07,5.36756849320405e-06
"P2RY13",2.20849210605122,1.66263588257739e-05,2.81364477466341e-06
"P2RY12",0.301150388981466,3.92131104381461e-07,1.29860528061388e-07
"IGSF10",-1.09365663881312,7.05835987886629e-07,2.6404974039149e-06
"RP11-454C18.1",0,0,0
"AADACL2",0,0,0
"AADACL2-AS1",0.0107356821482897,7.46916389298021e-09,0
"RP11-64D22.5",-0.0611358689104228,0,4.32868426871295e-08
"AADAC",-2.09932145290488,1.12037458394703e-08,3.33308688690897e-06
"SUCNR1",1.3241461016513,8.11524656972299e-06,2.6404974039149e-06
"RP11-246A10.1",0.0890215860862679,4.78026489150733e-07,3.89581584184165e-07
"MBNL1",0.606186717104516,0.000102260322858792,6.68348851089279e-05
"MBNL1-AS1",0.418450555787876,4.21260843564084e-06,2.90021846003767e-06
"TMEM14EP",0,0,0
"RP11-362A9.3",0.052896924871278,3.7345819464901e-08,0
"RP11-788A4.1",0,0,0
"P2RY1",1.04366845504975,2.93538140994122e-06,9.09023696429719e-07
"RP11-529G21.2",0.273514515736064,7.3197806151206e-07,4.32868426871295e-07
"RAP2B",-0.168592277070795,3.58221100307331e-05,4.03866242270918e-05
"RP11-292E2.1",-0.0291655561431037,2.24074916789406e-08,4.32868426871295e-08
"RP11-292E2.2",0.00537782712473051,3.7345819464901e-09,0
"RP11-292E2.4",0.00537782712473051,3.7345819464901e-09,0
"C3orf79",0.00537782712473051,3.7345819464901e-09,0
"RP11-217E22.5",0,0,0
"ARHGEF26",-1.27075460251054,2.26689124151949e-06,6.88260798725358e-06
"DHX36",0.295369972810224,7.46505585283907e-05,6.06448666046684e-05
"GPR149",0,0,0
"RP11-656A15.1",0,0,0
"RP11-439C8.1",0.00537782712473051,3.7345819464901e-09,0
"RP11-439C8.2",0.0107356821482897,7.46916389298021e-09,0
"MME",0.885065663221589,8.76132924646578e-06,4.28539742602582e-06
"MME-AS1",0,0,0
"LINC01487",0,0,0
"RP11-451G4.2",0.260279316397521,6.12471439224377e-07,3.46294741497036e-07
"RP11-451G4.3",0,0,0
"PLCH1",-2.96736003348779,4.10804014113911e-08,7.14232904337636e-06
"PLCH1-AS1",0,0,0
"PLCH1-AS2",0,0,0
"C3orf33",-0.809056101690628,2.3378482985028e-06,4.8481263809585e-06
"SLC33A1",0.00491450211224223,1.38590336034248e-05,1.38085028171943e-05
"GMPS",-0.49696503782156,2.11489375629735e-05,3.02575030383035e-05
"KCNAB1",1.14198648109377,2.8308131154395e-06,7.35876325681201e-07
"KCNAB1-AS2",0,0,0
"KCNAB1-AS1",0,0,0
"RP11-305K5.1",-0.397869712869704,4.81761071097223e-07,9.52310539116848e-07
"SSR3",0.245839020561345,0.000218435698050206,0.000184055655105674
"TIPARP-AS1",-0.830115695429305,2.84948602517195e-06,5.84372376276248e-06
"TIPARP",0.271294796326369,4.88968814253949e-05,4.03433373844047e-05
"LINC00886",-1.30266212153334,4.40680669685832e-07,2.55392371854064e-06
"LEKR1",-0.919307142611049,6.27409767010337e-07,2.07776844898221e-06
"LINC00880",0.277950660136658,3.17439465451659e-07,8.65736853742589e-08
"RP11-6F2.5",-0.345228893609715,3.32377793237619e-07,6.92589482994071e-07
"LINC00881",0.0271217704773384,5.04168562776164e-07,4.76155269558424e-07
"CCNL1",-0.122823122390957,0.000180163702262576,0.000196262544743445
"RP11-555M1.3",0.0266908844186505,1.86729097324505e-08,0
"VEPH1",-2.59317092221363,1.26975786180664e-07,5.80043692007535e-06
"PTX3",2.49309925888346,5.8483553282035e-06,2.16434213435647e-07
"PQLC2L",-1.74373901389868,2.24074916789406e-08,2.42406319047925e-06
"RP11-290K4.1",0,0,0
"RP11-290K4.2",0,0,0
"SHOX2",-1.09107864587353,3.02501137665698e-07,1.77476055017231e-06
"RSRC1",-0.0643623849137423,3.19157373147044e-05,3.34174425544639e-05
"RP11-538P18.2",0.626389017661943,5.88943572961489e-06,3.46294741497036e-06
"MLF1",-2.66110487929519,6.4533576035349e-06,4.614377430448e-05
"GFM1",-0.113794991037246,1.50055502609972e-05,1.63191396930478e-05
"LXN",-0.887175896677471,8.57460014914128e-06,1.6708721277232e-05
"RP11-379F4.7",-0.030982403847451,6.34878930903318e-08,8.65736853742589e-08
"RP11-379F4.6",-0.00847693026683597,1.23241204234173e-07,1.29860528061388e-07
"RARRES1",-0.229119379369397,3.72636586620782e-05,4.38495716420621e-05
"MFSD1",1.19470925668528,8.33297269720337e-05,3.58415057449432e-05
"RP11-379F4.4",-0.369821908011721,2.76359064040268e-07,6.49302640306942e-07
"RP11-379F4.9",0.194636784539665,3.92131104381461e-07,2.16434213435647e-07
"IQCJ-SCHIP1",-0.394176714827956,1.23241204234173e-07,4.76155269558424e-07
"IQCJ",0,0,0
"IQCJ-SCHIP1-AS1",0,0,0
"SCHIP1",-0.665019277684305,1.49383277859604e-07,8.2245001105546e-07
"IL12A-AS1",-0.264709248979403,4.85495653043713e-08,2.59721056122777e-07
"IL12A",-0.509593522316986,4.92964816936694e-07,1.12545790986537e-06
"LINC01100",0,0,0
"C3orf80",-0.255967414882321,1.86729097324505e-08,2.16434213435647e-07
"RP11-432B6.3",0.0213920654394794,1.49383277859604e-08,0
"IFT80",-1.45954257130711,2.62167652643605e-06,8.9603764362358e-06
"SMC4",-0.476880207068115,4.31381560639072e-05,6.04284323912327e-05
"TRIM59",0.942344633160175,4.33211505792852e-06,1.77476055017231e-06
"KPNA4",-0.200695827817979,2.17912856577698e-05,2.51929424439093e-05
"ARL14",-1.3234952658122,1.60587023699074e-07,1.9046210782337e-06
"RP11-16N11.2",0.0117953891181337,3.13704883505169e-07,3.03007898809906e-07
"PPM1L",-0.141362158779811,2.06522381640903e-06,2.38077634779212e-06
"B3GALNT1",-0.938894072471627,2.50216990414837e-06,5.71386323470109e-06
"NMD3",-0.49370690859106,1.80940495307446e-05,2.58855319269034e-05
"SPTSSB",-4.04609164881861,4.25742341899872e-07,2.25524450399944e-05
"RP11-3P17.4",-0.175062003656722,1.15772040341193e-07,2.59721056122777e-07
"RP11-3P17.5",-0.125264921583047,3.13704883505169e-07,4.32868426871295e-07
"OTOL1",0,0,0
"RP11-774I5.1",0,0,0
"RP11-10O22.1",0.0213920654394794,1.49383277859604e-08,0
"LINC01192",0.00537782712473051,3.7345819464901e-09,0
"RP11-418B12.1",0.0160737128662002,1.12037458394703e-08,0
"LINC01323",0,0,0
"LINC01324",-0.225006428947063,3.7345819464901e-09,1.73147370748518e-07
"SI",0,0,0
"RP11-747D18.1",0.0120591289708432,1.82994515378015e-07,1.73147370748518e-07
"SLITRK3",-0.230384256071794,0,1.73147370748518e-07
"LINC01322",0,0,0
"BCHE",-0.114408186252655,3.7345819464901e-09,8.65736853742589e-08
"LINC01326",0.0266908844186505,1.86729097324505e-08,0
"RP11-12K11.2",-0.119786013377386,0,8.65736853742589e-08
"ZBBX",-2.97527974216588,2.98766555719208e-08,7.09904220068923e-06
"LINC01327",0,0,0
"SERPINI2",-1.19300833084819,1.56852441752584e-07,1.64490002211092e-06
"WDR49",-1.23586318736857,1.04194836307074e-06,3.80924215646739e-06
"PDCD10",-0.308021476644901,5.87935235835937e-05,7.30249036131874e-05
"SERPINI1",0.00271131627699313,7.89490623488008e-06,7.87820536905756e-06
"RP11-298O21.6",0.00537782712473051,3.7345819464901e-09,0
"RP11-298O21.7",0,0,0
"RP11-298O21.3",0.0107356821482897,7.46916389298021e-09,0
"RP11-298O21.2",0.118095740004046,1.79259933431525e-07,8.65736853742589e-08
"LINC01330",0.290898374799729,2.76359064040268e-07,4.32868426871295e-08
"GOLIM4",-0.102076796991254,3.01791567095865e-05,3.24651320153471e-05
"RP11-637O11.2",-0.0239053770251078,2.61420736254307e-08,4.32868426871295e-08
"RP11-368I23.2",-0.17076686773444,3.7345819464901e-09,1.29860528061388e-07
"RP11-368I23.3",-0.109050331229096,7.46916389298021e-09,8.65736853742589e-08
"RP11-368I23.4",-0.16007098199297,1.12037458394703e-08,1.29860528061388e-07
"RP11-152C17.1",0,0,0
"MECOM",-4.4742065251398,1.97932843163975e-07,2.56258108707806e-05
"RP11-641D5.2",0,0,0
"AC074033.1",0,0,0
"TERC",0.148352194237752,1.08302876448213e-07,0
"ACTRT3",-1.23762123317053,2.19593418453618e-06,6.53631324575655e-06
"RP11-816J6.3",-0.266131228460233,1.19506622287683e-07,3.46294741497036e-07
"MYNN",-0.389890304380226,8.68290302558949e-06,1.1687447525525e-05
"RP11-362K14.5",0.115889814337054,5.52718128080535e-07,4.32868426871295e-07
"LRRC34",-1.66168118892158,1.62827772866969e-06,7.31547641412488e-06
"RP11-362K14.7",-0.0720923530317185,3.36112375184109e-08,8.65736853742589e-08
"RP11-362K14.6",-0.175062003656722,1.15772040341193e-07,2.59721056122777e-07
"LRRIQ4",-0.83918835823152,1.86729097324505e-08,8.2245001105546e-07
"LRRC31",-1.9580865171919,1.49383277859604e-08,2.9435053027248e-06
"SAMD7",0.385415265053965,3.06235719612188e-07,0
"RP11-379K17.4",0.145251655938509,2.01667425110466e-07,8.65736853742589e-08
"SEC62",-0.883251940956711,0.000179304748414883,0.000331577214983412
"SEC62-AS1",0.0221782322608445,2.35278662628877e-07,2.16434213435647e-07
"GPR160",-3.41064494402111,7.80901085011081e-06,9.26771301931442e-05
"PHC3",0.18669362217747,1.75786772221289e-05,1.53235423112438e-05
"RP11-379K17.12",-0.376014560253175,1.50503652443551e-06,2.25091581973073e-06
"PRKCI",-2.08322160189735,6.46829593132086e-06,3.06470846224877e-05
"RP11-543D10.2",0.0107356821482897,7.46916389298021e-09,0
"SKIL",0.316708477530928,5.36734117349558e-05,4.28972611029453e-05
"RP11-469J4.3",0,0,0
"CLDN11",-1.16159575881091,2.01667425110466e-07,1.68818686479805e-06
"SLC7A14",0.0651484814917702,2.72624482093778e-07,2.16434213435647e-07
"RP11-373E16.4",0,0,0
"RPL22L1",-0.471509311391274,0.000131808335219422,0.000183146631409245
"EIF5A2",0.150321336588581,4.48149833578812e-06,3.93910268452878e-06
"SLC2A2",0.00537782712473051,3.7345819464901e-09,0
"TNIK",0.478194113700952,1.51661372846963e-05,1.06052764583467e-05
"RP11-185E8.1",-0.0825555214920708,2.61420736254307e-08,8.65736853742589e-08
"PLD1",-0.603234836993243,4.70183867063104e-06,7.66177115562191e-06
"TMEM212",-1.43944933705199,7.0957056983312e-08,1.9046210782337e-06
"TMEM212-AS1",0.00537782712473051,3.7345819464901e-09,0
"FNDC3B",-0.0573260992740946,4.31008102444423e-05,4.48884558665532e-05
"GHSR",0,0,0
"TNFSF10",-1.46094589035051,4.2070065627211e-05,0.000117567064738244
"RP11-408H1.3",-0.545166941703604,7.0957056983312e-08,5.62728954932683e-07
"NCEH1",0.0245952257170419,3.47577541759834e-05,3.41533188801451e-05
"ECT2",-1.74578228968959,2.55071946945274e-06,1.09082843571566e-05
"SPATA16",0,0,0
"RP11-324C10.1",0.0160737128662002,1.12037458394703e-08,0
"NLGN1",-0.17076686773444,3.7345819464901e-09,1.29860528061388e-07
"NLGN1-AS1",0,0,0
"NAALADL2",-3.4944795614561,3.06235719612188e-07,1.372192913182e-05
"NAALADL2-AS2",-1.09247506737855,3.7345819464901e-08,1.21203159523962e-06
"NAALADL2-AS1",-0.0611358689104228,0,4.32868426871295e-08
"RP11-809F4.3",0,0,0
"LINC01208",-0.230384256071794,0,1.73147370748518e-07
"RP11-644C3.1",0,0,0
"LINC01209",-0.0424508056028199,9.70991306087427e-08,1.29860528061388e-07
"TBL1XR1",-0.81107802315549,3.095221517251e-05,5.50608638980287e-05
"TBL1XR1-AS1",0.0107356821482897,7.46916389298021e-09,0
"LINC00501",-0.92887922367618,7.0957056983312e-08,1.03888422449111e-06
"RP11-706D8.3",0.0160737128662002,1.12037458394703e-08,0
"LINC00578",-1.43944933705199,7.0957056983312e-08,1.9046210782337e-06
"RP11-114M1.2",0.00537782712473051,3.7345819464901e-09,0
"RP11-114M1.1",-0.833908929882851,2.24074916789406e-08,8.2245001105546e-07
"KCCAT211",-0.412920577874175,1.12037458394703e-08,3.46294741497036e-07
"RP11-2L8.1",0,0,0
"RP11-2L8.2",0,0,0
"RP11-33A14.1",0.162863062280142,1.19506622287683e-07,0
"KCNMB2",-0.633331891913041,7.46916389298021e-09,5.62728954932683e-07
"RP11-385J1.3",-0.333104308724538,0,2.59721056122777e-07
"KCNMB2-AS1",-3.92201116326056,1.08302876448213e-07,1.57996975808023e-05
"ZMAT3",-0.287059336950407,1.29104497890163e-05,1.59728449515508e-05
"RP11-360P21.2",-0.0504001867621332,7.46916389298021e-09,4.32868426871295e-08
"PIK3CA",-0.216720592081734,9.433553996834e-06,1.11247185705923e-05
"KCNMB3",-0.991831235131737,1.13531291173299e-06,3.24651320153471e-06
"ZNF639",-0.51471610396096,8.12271573361597e-06,1.2033742267022e-05
"RP11-255C15.3",-0.0344449844917722,1.86729097324505e-08,4.32868426871295e-08
"MFN1",-0.437652264722197,6.67369793837781e-06,9.39324486310709e-06
"GNB4",1.35453154421475,3.37680899601635e-05,1.25964712219547e-05
"AC007620.3",0.215912395906772,4.63088161364773e-07,2.59721056122777e-07
"RP11-145M9.5",-0.123247769987893,3.7345819464901e-08,1.29860528061388e-07
"ACTL6A",-0.624870851700851,1.69960824384765e-05,2.6751268780646e-05
"RP11-15L13.4",-0.0450621560442226,1.12037458394703e-08,4.32868426871295e-08
"RP11-145M9.6",0.0266908844186505,1.86729097324505e-08,0
"MRPL47",-0.259725286701585,4.82470641667056e-05,5.79610823580663e-05
"NDUFB5",0.170036505896807,0.000126456679290101,0.000112286069930414
"USP13",-1.43416811646759,2.39760160964665e-06,8.18121326786747e-06
"PEX5L",0.287283550179574,2.20340334842916e-07,0
"RP11-494H4.3",-0.0983939479379066,1.49383277859604e-08,8.65736853742589e-08
"PEX5L-AS1",-0.0397438034709436,1.49383277859604e-08,4.32868426871295e-08
"PEX5L-AS2",0,0,0
"RP11-420J11.2",0,0,0
"RP11-496B10.3",0.0160737128662002,1.12037458394703e-08,0
"TTC14",1.0898267596222,4.12073771975718e-05,1.88297765689013e-05
"CCDC39",-2.69194274671641,8.58953847692724e-08,6.01687113351099e-06
"CCDC39-AS1",0,0,0
"FXR1",-0.0596257284073489,3.78387842818377e-05,3.94776005306621e-05
"DNAJC19",-0.803711259276195,4.52257873719951e-05,7.96910773870053e-05
"RP11-275H4.1",0,0,0
"RP11-4B14.3",0.00537782712473051,3.7345819464901e-09,0
"SOX2",-4.91291910060139,2.12871170949936e-07,3.55384978461333e-05
"LINC01206",0.140761018664162,1.97932843163975e-07,8.65736853742589e-08
"RP11-416O18.2",0,0,0
"RP11-338L18.1",0,0,0
"FLJ46066",-0.114408186252655,3.7345819464901e-09,8.65736853742589e-08
"RP11-139K4.2",-0.0611358689104228,0,4.32868426871295e-08
"RP11-646E18.2",-0.230384256071794,0,1.73147370748518e-07
"RP11-646E18.4",-0.138914202973855,2.61420736254307e-08,1.29860528061388e-07
"RP11-225N10.1",0.037230491885315,2.61420736254307e-08,0
"ATP11B",0.531677916760707,1.59018499281549e-05,1.0691850143721e-05
"RP11-531F16.4",-0.124615994233156,1.15772040341193e-07,2.16434213435647e-07
"DCUN1D1",-0.152220189823694,1.9804488062237e-05,2.21195766131232e-05
"MCCC1",-0.791738922688181,7.77913419453888e-06,1.41980844013785e-05
"MCCC1-AS1",0,0,0
